time_3,time_6,time_9,time_12,time_16,time_32,time_64
0.2696629213483146,0.32882882882882886,0.39622641509433965,0.3452914798206278,0.07657657657657657,0.0,0.015765765765765764
0.6780575539568345,0.6846846846846847,0.6643598615916955,0.6714542190305206,0.5497287522603979,0.07103825136612021,0.2395644283121597
0.6412429378531074,0.6315049226441631,0.6334716459197787,0.6439716312056738,0.6109510086455331,0.4378698224852071,0.5412979351032449
0.7870239774330042,0.8307905686546463,0.7545691906005222,0.8050490883590463,0.7598314606741573,0.61,0.7272727272727273
0.8328690807799443,0.8388429752066116,0.8447802197802198,0.8354080221300139,0.8164116828929068,0.7559943582510579,0.8084507042253521
0.8277703604806409,0.845442536327609,0.8441215323645971,0.8428761651131824,0.8226666666666667,0.8026666666666666,0.785809906291834
0.8391248391248392,0.8447606727037517,0.851228978007762,0.8268733850129198,0.8186528497409327,0.8057742782152231,0.7892670157068062
0.8342105263157895,0.8383705650459922,0.8567674113009198,0.8110964332892999,0.8267195767195767,0.7817938420348058,0.7456492637215528
0.7728983688833124,0.699501246882793,0.7992424242424242,0.6875784190715182,0.7806122448979592,0.6952624839948783,0.6585365853658537
0.6736842105263158,0.821664464993395,0.7255936675461742,0.7224435590969456,0.8533333333333334,0.7496635262449529,0.676985195154778
0.6153846153846154,0.8371212121212122,0.6199494949494949,0.6628787878787878,0.8015170670037927,0.7122940430925222,0.614702154626109
0.5882352941176471,0.7748267898383372,0.5767878077373975,0.6826697892271663,0.7444314185228605,0.6678362573099416,0.6044600938967136
0.6781883194278904,0.8600237247924081,0.6493975903614457,0.7693222354340071,0.8272946859903382,0.7463768115942029,0.687875150060024
0.6677454153182308,0.7826552462526767,0.5919477693144722,0.7693965517241379,0.7010869565217391,0.6641304347826087,0.6786102062975027
0.6421161825726142,0.7381443298969073,0.5347150259067357,0.7543859649122807,0.5877466251298027,0.5735140771637122,0.6369294605809128
0.5768056968463886,0.4959016393442623,0.5375128468653648,0.7492354740061162,0.5051440329218106,0.5216049382716049,0.5963114754098361
0.6273917421953675,0.45965270684371806,0.6059670781893004,0.7115384615384616,0.4624098867147271,0.5592173017507724,0.6697435897435897
0.6037924151696606,0.3915603532875368,0.5035035035035035,0.6320474777448071,0.3833833833833834,0.4919678714859438,0.6296296296296297
0.48272552783109407,0.3852772466539197,0.5948275862068966,0.5996168582375478,0.3756003842459174,0.47742555235350626,0.6023054755043228
0.4787985865724382,0.36045494313210846,0.5645302897278315,0.5268722466960353,0.35834068843777583,0.4302120141342756,0.5445719329214475
