Unet,UnetCoupe2Max
0.885593220338983,0.2907563025210084
0.9230769230769231,0.7158469945355191
0.8089260808926081,0.7414698162729659
0.8530927835051546,0.8658698539176627
0.7946537059538274,0.9215116279069767
0.8124267291910903,0.8995983935742972
0.8175182481751825,0.7911227154046997
0.8603773584905661,0.8362183754993342
0.8376383763837638,0.8541935483870968
0.8112712975098296,0.8185430463576159
0.7634660421545667,0.7772397094430993
0.7222820236813778,0.8039430449069004
0.7199533255542591,0.8362168396770473
0.5032119914346895,0.746588693957115
0.49478079331941544,0.6569416498993964
0.46209016393442626,0.6371595330739299
0.4175257731958763,0.6633761105626851
0.3787575150300601,0.6897233201581028
0.3535645472061657,0.704995287464656
0.3426517571884984,0.7305025996533796
0.35289691497366443,0.7272727272727273
0.42157612853863813,0.7078477078477079
0.4318181818181818,0.8109803921568628
0.4369951534733441,0.8484349258649094
0.6290773532152842,0.8826125330979699
0.6948717948717948,0.8250853242320819
0.8913793103448275,0.8725406330196749
0.9007765314926661,0.8687035507844756
0.8860103626943006,0.8474159146841673
0.8901192504258943,0.8648874061718098
0.81006006006006,0.7670299727520435
0.8194254445964432,0.6989319092122831
0.7634478289047311,0.6231122783978988
0.78839590443686,0.5783752860411899
0.7793103448275862,0.5370902817711328
0.763757643135075,0.554726368159204
0.7718918918918919,0.6583541147132169
0.8084994753410283,0.6638176638176638
0.7456225680933852,0.6590341382181515
0.6643806258036863,0.6091686091686092
0.6785437645236251,0.5361733382298935
0.7321565617805065,0.6389982110912343
0.6210526315789474,0.6925018024513339
0.6391006097560976,0.6585545722713865
0.6646364674533689,0.5713753261274692
0.819910514541387,0.7121771217712177
0.8480300187617261,0.7574404761904762
0.8674242424242424,0.8314430973797419
0.8471810089020771,0.7936
0.8487057965730952,0.8158210147822613
0.8274700598802395,0.7239288601455134
0.8144796380090498,0.7842749901224813
0.8003944773175542,0.8260869565217391
0.8055084745762712,0.8601823708206687
0.7816141562365128,0.883208461877479
0.8002699055330634,0.8799460431654677
0.8078206962327134,0.8565420560747663
0.813141683778234,0.8653266331658291
0.78879753340185,0.8307934839726747
0.7717149220489977,0.8581962563811685
0.7770154373927959,0.8511252163877668
0.7512106537530266,0.7952981651376146
0.8177408177408177,0.7610853739245532
0.7966329966329966,0.701972242512783
0.7407963936889557,0.7052023121387283
0.724025974025974,0.7969723953695459
0.7092731829573935,0.7958115183246073
0.7062043795620438,0.7174541947926711
0.6534391534391535,0.6608133086876156
0.6127946127946128,0.6251129177958447
0.5390693590869183,0.6134913400182316
0.5315145813734713,0.5634218289085545
0.4983277591973244,0.5618860510805501
0.40966921119592875,0.532258064516129
0.44478063540090773,0.5654205607476636
0.6159052453468697,0.62
0.8181818181818182,0.7853577371048253
0.6902286902286903,0.8326446280991735
0.5763888888888888,0.6653543307086615
0.5830903790087464,0.5718015665796344
0.515748031496063,0.649402390438247
