Detect + U-Net,Detect + U-Net + Creat9,Detect + U-Net + WM149,Detect + U-Net + WM124,Detect + U-Net + Creat + WM149,U_Net Multi 1,U_Net Multi 2,U_Net Multi 3,U-Net Coupé,U-Net Manu,U-Net ++,Small U-Net
0.885593220338983,0.43174924165824063,0.8434959349593496,0.6886446886446886,0.7658349328214972,0.812015503875969,0.7078651685393258,0.3536036036036036,0.896328293736501,0.9125560538116592,0.8053949903660886,0.8741721854304636
0.9230769230769231,0.7748917748917749,0.9065255731922398,0.8439024390243902,0.9121265377855887,0.8592,0.9230769230769231,0.6069469835466179,0.9042553191489362,0.9039855072463768,0.8934010152284264,0.8853615520282186
0.8089260808926081,0.8146551724137931,0.8508522727272727,0.8386627906976745,0.8671428571428571,0.8554054054054054,0.8563134978229318,0.5969696969696969,0.8569343065693431,0.8100890207715133,0.8126801152737753,0.8482142857142857
0.8530927835051546,0.8766937669376694,0.8954607977991746,0.9121813031161473,0.9044414535666218,0.9033112582781457,0.8895104895104895,0.6094420600858369,0.9131652661064426,0.8716119828815977,0.9079320113314447,0.8957142857142857
0.7946537059538274,0.927246790299572,0.9011299435028248,0.8794835007173601,0.8738255033557047,0.8672798948751642,0.8657142857142858,0.6140350877192983,0.9227467811158798,0.895500725689405,0.9074074074074074,0.8866279069767442
0.8124267291910903,0.899736147757256,0.880674448767834,0.8304635761589404,0.8261405672009864,0.8603491271820449,0.8071808510638298,0.6054054054054054,0.9052631578947369,0.8818897637795275,0.8940397350993378,0.8966442953020134
0.8175182481751825,0.883289124668435,0.8556291390728477,0.7085561497326203,0.821608040201005,0.8196517412935324,0.7592592592592593,0.5907859078590786,0.8684895833333334,0.8111254851228978,0.870026525198939,0.8489304812834224
0.8603773584905661,0.8890374331550802,0.8129205921938089,0.625169147496617,0.833981841763943,0.7873134328358209,0.7163978494623656,0.5443383356070941,0.8453473132372215,0.8331090174966352,0.8085676037483266,0.835820895522388
0.8376383763837638,0.8565941101152369,0.6675062972292192,0.5987096774193549,0.6957070707070707,0.7829736211031175,0.6722797927461139,0.5349740932642487,0.7968176254589964,0.8007662835249042,0.6578282828282829,0.8031088082901554
0.8112712975098296,0.8317503392130258,0.6536388140161725,0.6090534979423868,0.6407506702412868,0.7964071856287425,0.7401894451962111,0.5881542699724518,0.8085676037483266,0.6675712347354138,0.6449468085106383,0.857916102841678
0.7634660421545667,0.7808716707021792,0.730723606168446,0.5835443037974684,0.6317103620474407,0.7541345093715546,0.7009925558312655,0.5449936628643853,0.7530712530712531,0.6323713927227101,0.5843575418994413,0.8125
0.7222820236813778,0.7619047619047619,0.7642369020501139,0.6239717978848414,0.645422943221321,0.7262396694214877,0.6823935558112774,0.5141176470588236,0.7689732142857143,0.6476079346557759,0.6952695269526953,0.8418079096045198
0.7199533255542591,0.7966305655836342,0.7265446224256293,0.5898058252427184,0.5843373493975904,0.7338444687842278,0.6896969696969697,0.4528763769889841,0.7520091848450058,0.6501726121979287,0.7642079806529625,0.7379553466509988
0.5032119914346895,0.7294372294372294,0.7123142250530785,0.5070118662351673,0.46294307196562834,0.7191919191919192,0.5075921908893709,0.41042345276872966,0.7902023429179978,0.6484784889821616,0.704225352112676,0.6882416396979504
0.49478079331941544,0.6600418410041841,0.7365145228215768,0.4331941544885177,0.5072916666666667,0.7113899613899614,0.5078206465067779,0.40585774058577406,0.7326424870466322,0.6608247422680412,0.670846394984326,0.6052083333333333
0.46209016393442626,0.6998972250770812,0.7135678391959799,0.4703476482617587,0.5081135902636917,0.7312440645773979,0.4989754098360656,0.33641975308641975,0.7676767676767676,0.6535750251762337,0.688911704312115,0.6459816887080366
0.4175257731958763,0.6735324407826982,0.5977933801404213,0.4605263157894737,0.49745676500508645,0.7211009174311926,0.5195473251028807,0.2865979381443299,0.7682186234817814,0.6319444444444444,0.6164948453608248,0.6390593047034765
