Unet_final,Unet_final_w24
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.9991455078125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.9998779296875
1.0,1.0
1.0,1.0
1.0,0.9998779296875
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.99981689453125
1.0,0.99853515625
1.0,0.999267578125
1.0,0.99969482421875
0.9998779296875,0.99981689453125
0.99993896484375,0.9998779296875
1.0,1.0
1.0,0.99993896484375
1.0,1.0
1.0,1.0
1.0,0.99993896484375
1.0,1.0
1.0,1.0
1.0,0.99993896484375
1.0,0.99993896484375
1.0,0.99945068359375
1.0,0.99945068359375
1.0,0.9996337890625
1.0,0.99945068359375
1.0,0.99951171875
1.0,0.99810791015625
1.0,0.9989013671875
1.0,0.99847412109375
1.0,0.99969482421875
1.0,0.99993896484375
1.0,0.99798583984375
1.0,0.997314453125
1.0,0.99725341796875
1.0,0.998291015625
1.0,0.9991455078125
1.0,0.9998779296875
1.0,0.9971923828125
1.0,0.99560546875
1.0,0.9951171875
1.0,0.99462890625
1.0,0.9951171875
1.0,0.9971923828125
1.0,0.9981689453125
1.0,0.9962158203125
1.0,0.99920654296875
1.0,0.9996337890625
1.0,0.9998779296875
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.999755859375
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.99981689453125
1.0,0.99951171875
1.0,0.99920654296875
1.0,0.9993896484375
1.0,0.99993896484375
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
