Unet,Unet_crea,Unet_final
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,0.9996337890625,1.0
1.0,1.0,1.0
1.0,0.99993896484375,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.20491803278688525
0.0,0.0,0.736
0.0,0.0,0.8705882352941177
0.0,0.0,0.8702702702702703
0.0,0.05394190871369295,0.7348837209302326
0.0,0.20357142857142857,0.654275092936803
0.0,0.04912280701754386,0.6376306620209059
0.0,0.0,0.48484848484848486
0.0,0.0,0.3918269230769231
0.0,0.0,0.30385487528344673
0.0,0.0,0.0
0.0,0.0,0.23423423423423423
0.0,0.0,0.0
0.0,0.0,0.05844155844155844
0.0,0.0,0.1416490486257928
0.0,0.0,0.24737945492662475
0.0,0.0,0.2541176470588235
0.0,0.0,0.22194513715710723
0.0,0.0,0.17297297297297298
0.0,0.0,0.02040816326530612
0.0,0.0,0.3170731707317073
0.0,0.0,0.5540540540540541
0.0,0.010101010101010102,0.6577181208053692
0.0,0.07581227436823104,0.624561403508772
0.0,0.29277566539923955,0.5808823529411765
0.0,0.28174603174603174,0.5019762845849802
0.048672566371681415,0.2288135593220339,0.35807860262008734
0.1836734693877551,0.16666666666666666,0.20603015075376885
0.09340659340659341,0.06818181818181818,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.14495412844036698
0.0,0.0,0.12754158964879853
0.0,0.045275590551181105,0.4484732824427481
0.0,0.12943262411347517,0.6432337434094904
0.0,0.12365591397849462,0.7508771929824561
0.0,0.020793950850661626,0.68
0.03861003861003861,0.0,0.6496212121212122
0.034220532319391636,0.02095238095238095,0.6902985074626866
0.0,0.0,0.575139146567718
0.0,0.008992805755395683,0.5357142857142857
0.0,0.0,0.3851851851851852
0.0,0.0,0.32040816326530613
0.0,0.0,0.4434589800443459
0.0,0.0,0.503562945368171
0.0,0.0,0.5778364116094987
0.0,0.0,0.554089709762533
0.0,0.0,0.723943661971831
0.0,0.0,0.8243727598566308
0.0,0.0,0.8359375
0.0,0.0,0.74609375
0.04263565891472868,0.0,0.45660377358490567
0.0935672514619883,0.0,0.0
0.3096446700507614,0.0,0.46116504854368934
0.372972972972973,0.0,0.49222797927461137
0.42073170731707316,0.0,0.5705882352941176
0.09,0.0,0.5771144278606966
0.10891089108910891,0.0,0.48917748917748916
0.0,0.0,0.5
0.10326086956521739,0.0,0.3010752688172043
0.08074534161490683,0.0,0.0
0.11214953271028037,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.99981689453125
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,0.99932861328125,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
