Unet_final,Unet_final_w2040
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.99981689453125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.99993896484375
1.0,1.0
1.0,0.99884033203125
1.0,0.999755859375
1.0,0.99908447265625
1.0,0.999267578125
1.0,0.99920654296875
1.0,0.99957275390625
0.0,1.0
0.0,0.6349206349206349
0.0,0.7604166666666666
0.20491803278688525,0.6451612903225806
0.736,0.8307692307692308
0.8705882352941177,0.8082901554404145
0.8702702702702703,0.7952380952380952
0.7348837209302326,0.7974683544303798
0.654275092936803,0.7973421926910299
0.6376306620209059,0.8073089700996677
0.48484848484848486,0.5295698924731183
0.3918269230769231,0.43333333333333335
0.30385487528344673,0.40816326530612246
0.0,0.3924611973392461
0.23423423423423423,0.38565022421524664
0.0,0.3912133891213389
0.05844155844155844,0.49502982107355864
0.1416490486257928,0.3530534351145038
0.24737945492662475,0.31411530815109345
0.2541176470588235,0.2700228832951945
0.22194513715710723,0.2354368932038835
0.17297297297297298,0.22715404699738903
0.02040816326530612,0.23961661341853036
0.3170731707317073,0.42016806722689076
0.5540540540540541,0.46745562130177515
0.6577181208053692,0.5422343324250681
0.624561403508772,0.5462962962962963
0.5808823529411765,0.5164473684210527
0.5019762845849802,0.4807692307692308
0.35807860262008734,0.3333333333333333
0.20603015075376885,0.18552036199095023
0.0,0.1111111111111111
0.0,0.004629629629629629
0.0,0.017857142857142856
0.0,0.05741626794258373
0.0,0.013793103448275862
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.14495412844036698,0.0
0.12754158964879853,0.03684210526315789
0.4484732824427481,0.30671506352087113
0.6432337434094904,0.7377049180327869
0.7508771929824561,0.717741935483871
0.68,0.7392739273927392
0.6496212121212122,0.7029702970297029
0.6902985074626866,0.8642611683848798
0.575139146567718,0.8694158075601375
0.5357142857142857,0.7154882154882155
0.3851851851851852,0.671875
0.32040816326530613,0.449438202247191
0.4434589800443459,0.6407766990291263
0.503562945368171,0.3744292237442922
0.5778364116094987,0.6624685138539043
0.554089709762533,0.6907216494845361
0.723943661971831,0.6975476839237057
0.8243727598566308,0.7066246056782335
0.8359375,0.6200607902735562
0.74609375,0.7714285714285715
0.45660377358490567,0.49635036496350365
0.0,0.0
0.46116504854368934,0.6451612903225806
0.49222797927461137,0.69377990430622
0.5705882352941176,0.6685082872928176
0.5771144278606966,0.7741935483870968
0.48917748917748916,0.6907630522088354
0.5,0.6640625
0.3010752688172043,0.7488151658767772
0.0,0.7351351351351352
0.0,0.5526315789473685
0.0,0.04477611940298507
0.99981689453125,0.999267578125
1.0,0.9998779296875
1.0,1.0
1.0,0.99981689453125
1.0,0.9993896484375
1.0,0.9998779296875
1.0,0.9952392578125
1.0,0.99462890625
1.0,0.99761962890625
1.0,0.99407958984375
1.0,0.9998779296875
1.0,0.99957275390625
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
