Unet_final,Unet_final_w24
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.6428571428571429,0.7857142857142857
0.5882352941176471,0.5882352941176471
0.7241379310344828,0.7878787878787878
0.7222222222222222,0.675
0.9361702127659575,0.7818181818181819
0.75,0.7349397590361446
0.8205128205128205,0.8823529411764706
0.8666666666666667,0.7582417582417582
0.7586206896551724,0.734375
0.5490196078431373,0.6363636363636364
0.45098039215686275,0.4925373134328358
0.6888888888888889,0.6730769230769231
0.6493506493506493,0.7311827956989247
0.46226415094339623,0.5583333333333333
0.2727272727272727,0.45112781954887216
0.20175438596491227,0.2992125984251969
0.40476190476190477,0.352112676056338
0.29333333333333333,0.32978723404255317
0.32926829268292684,0.3310810810810811
0.4,0.3609467455621302
0.328125,0.2641509433962264
0.6764705882352942,0.6166666666666667
0.7128712871287128,0.6168831168831169
0.6242038216560509,0.6473684210526316
0.7391304347826086,0.815668202764977
0.39473684210526316,0.7743362831858407
0.7808219178082192,0.7135135135135136
0.44554455445544555,0.6870229007633588
0.25316455696202533,0.6767676767676768
0.3670886075949367,0.5887850467289719
0.4296875,0.6149068322981367
0.5714285714285714,0.5933333333333334
0.4244604316546763,0.6013071895424836
0.5074626865671642,0.4864864864864865
0.41025641025641024,0.4444444444444444
0.23076923076923078,0.3409090909090909
0.2549019607843137,0.3939393939393939
0.4098360655737705,0.3402061855670103
0.37349397590361444,0.4253731343283582
0.5217391304347826,0.425
0.46511627906976744,0.5225225225225225
0.6956521739130435,0.47674418604651164
0.7659574468085106,0.5540540540540541
0.6122448979591837,0.44
0.99786376953125,0.9971923828125
0.6078431372549019,0.6666666666666666
0.48936170212765956,0.359375
0.4375,0.4457831325301205
0.40963855421686746,0.46078431372549017
0.4583333333333333,0.31451612903225806
0.15384615384615385,0.3246753246753247
0.34210526315789475,0.26582278481012656
0.29545454545454547,0.17829457364341086
0.7916666666666666,0.26136363636363635
0.5416666666666666,0.1686746987951807
0.35294117647058826,0.19444444444444445
0.8461538461538461,0.16666666666666666
0.25,0.26666666666666666
0.0,0.0
1.0,0.99969482421875
0.0,0.14285714285714285
0.0,0.0
0.0,0.0
0.8181818181818182,0.6923076923076923
0.5217391304347826,0.5217391304347826
0.0,0.0
1.0,0.99951171875
1.0,0.9989013671875
1.0,0.99798583984375
1.0,0.99993896484375
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
