Unet_final_w22,Unet_final_w24,Unet_final_w33,Unet_final_w39,Unet_final_w1010,Unet_final_w1020,Unet_final_w2020,Unet_final_w2040,Unet_final_w5050
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999267578125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.99993896484375,1.0,1.0,0.99908447265625
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99981689453125
1.0,0.99993896484375,1.0,1.0,0.99542236328125,1.0,1.0,1.0,0.996337890625
1.0,0.99981689453125,1.0,1.0,0.999755859375,1.0,1.0,0.99981689453125,0.99981689453125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9971923828125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942626953125
1.0,1.0,0.99957275390625,1.0,1.0,1.0,1.0,0.99945068359375,0.99835205078125
1.0,1.0,1.0,0.99993896484375,1.0,0.999267578125,1.0,0.999755859375,0.99798583984375
1.0,1.0,1.0,1.0,1.0,0.99957275390625,1.0,0.99945068359375,0.9981689453125
1.0,1.0,1.0,1.0,1.0,0.99945068359375,1.0,1.0,0.99774169921875
1.0,1.0,1.0,1.0,1.0,0.99853515625,1.0,0.999755859375,0.996337890625
0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.2,0.0,0.75,0.046875
0.0,0.11627906976744186,0.75,0.75,0.625,0.35294117647058826,0.0,0.875,0.027522935779816515
0.5,0.7333333333333333,0.7142857142857143,0.6428571428571429,0.6666666666666666,0.47619047619047616,0.0,0.7058823529411765,0.136986301369863
0.4117647058823529,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,0.5882352941176471,0.08974358974358974
