Unet_final,Unet_final_coupe
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.6666666666666666
0.0,0.75
0.6428571428571429,0.7142857142857143
0.5882352941176471,0.47058823529411764
0.7241379310344828,0.9310344827586207
0.7222222222222222,0.6923076923076923
0.9361702127659575,0.8627450980392157
0.75,0.88
0.8205128205128205,0.9240506329113924
0.8666666666666667,0.8409090909090909
0.7586206896551724,0.734375
0.5490196078431373,0.6779661016949152
0.45098039215686275,0.5263157894736842
0.6888888888888889,0.7555555555555555
0.6493506493506493,0.6506024096385542
0.46226415094339623,0.3893805309734513
0.2727272727272727,0.33587786259541985
0.20175438596491227,0.27049180327868855
0.40476190476190477,0.38461538461538464
0.29333333333333333,0.43478260869565216
0.32926829268292684,0.47368421052631576
0.4,0.5657894736842105
0.328125,0.3698630136986301
0.6764705882352942,0.7232142857142857
0.7128712871287128,0.7884615384615384
0.6242038216560509,0.4642857142857143
0.7391304347826086,0.6852791878172588
0.39473684210526316,0.665
0.7808219178082192,0.7586206896551724
0.44554455445544555,0.6261682242990654
0.25316455696202533,0.5
0.3670886075949367,0.5111111111111111
0.4296875,0.5602836879432624
0.5714285714285714,0.6934306569343066
0.4244604316546763,0.5769230769230769
0.5074626865671642,0.7833333333333333
0.41025641025641024,0.5714285714285714
0.23076923076923078,0.475
0.2549019607843137,0.38461538461538464
0.4098360655737705,0.5
0.37349397590361444,0.5164835164835165
0.5217391304347826,0.7051282051282052
0.46511627906976744,0.5930232558139535
0.6956521739130435,0.6538461538461539
0.7659574468085106,0.7647058823529411
0.6122448979591837,0.68
0.99786376953125,0.99774169921875
0.6078431372549019,0.5370370370370371
0.48936170212765956,0.45098039215686275
0.4375,0.47560975609756095
0.40963855421686746,0.3977272727272727
0.4583333333333333,0.4430379746835443
0.15384615384615385,0.36
0.34210526315789475,0.4864864864864865
0.29545454545454547,0.3877551020408163
0.7916666666666666,0.6
0.5416666666666666,0.6086956521739131
0.35294117647058826,0.47058823529411764
0.8461538461538461,0.8461538461538461
0.25,1.0
0.0,0.0
1.0,1.0
0.0,0.16666666666666666
0.0,0.25
0.0,0.0
0.8181818181818182,0.6923076923076923
0.5217391304347826,0.6
0.0,0.5294117647058824
1.0,1.0
1.0,1.0
1.0,1.0
1.0,0.99981689453125
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
