Detect + U-Net,Detect + U-Net + Creat9,Detect + U-Net + WM149,Detect + U-Net + WM124,Detect + U-Net + Creat + WM149,U_Net Multi 1,U_Net Multi 2,U_Net Multi 3,U-Net Coupé,U-Net Manu,U-Net ++,Small U-Net
0.8518518518518519,0.890625,0.7832167832167832,0.8837209302325582,0.8527131782945736,0.9007633587786259,0.7890625,0.47619047619047616,0.8931297709923665,0.8217054263565892,0.8731343283582089,0.9069767441860465
0.8041666666666667,0.8577586206896551,0.7591836734693878,0.7982832618025751,0.8050847457627118,0.8632478632478633,0.7947598253275109,0.6322869955156951,0.8154506437768241,0.8053097345132744,0.875,0.808695652173913
0.9307228915662651,0.9255952380952381,0.8865671641791045,0.8882175226586103,0.8902077151335311,0.899135446685879,0.8389057750759878,0.6707317073170732,0.9009009009009009,0.9039039039039038,0.906060606060606,0.9030303030303031
0.9111111111111111,0.9236453201970444,0.8799019607843137,0.8864197530864197,0.9041769041769042,0.8458149779735683,0.8609756097560975,0.6864197530864198,0.9037037037037037,0.8691358024691358,0.8592592592592593,0.9088669950738916
0.8364779874213837,0.8814935064935064,0.7079530638852672,0.8256880733944955,0.8752,0.8551829268292683,0.8285256410256411,0.711038961038961,0.8434504792332268,0.8196457326892109,0.8437001594896332,0.8576
0.8788888888888889,0.9003322259136213,0.8717105263157895,0.8692307692307693,0.8782894736842105,0.878494623655914,0.8493303571428571,0.7727784026996626,0.8791574279379157,0.8814317673378076,0.8687430478309233,0.8808463251670379
0.909689557855127,0.9260991580916744,0.914018691588785,0.9039179104477612,0.9128397375820057,0.9190432382704692,0.888468809073724,0.8271604938271605,0.9189443920829407,0.9176800748362957,0.9170593779453345,0.9157994323557237
0.9019118869492935,0.9210526315789473,0.8946502057613168,0.9017341040462428,0.900990099009901,0.910483870967742,0.8865894039735099,0.8249581239530989,0.9100660066006601,0.9201303993480032,0.9165971643035863,0.9066115702479339
0.9290030211480362,0.936377245508982,0.9083457526080477,0.9182908545727136,0.9291044776119403,0.9375459221160911,0.9241741741741741,0.8641881638846738,0.911530094271211,0.9043909348441926,0.9322799097065463,0.9284660766961652
0.9204152249134948,0.926530612244898,0.9166092350103378,0.9076498966230186,0.921595598349381,0.9181757209926223,0.9148351648351648,0.8640776699029126,0.9188267394270123,0.9365293720459149,0.9238160603980783,0.9244383934649422
0.940677966101695,0.9433354797166774,0.9215938303341902,0.9193758127438232,0.91629392971246,0.9254385964912281,0.9222797927461139,0.8754098360655738,0.9308135810377963,0.9171374764595104,0.943579766536965,0.927517639512508
0.9322459222082811,0.9392230576441103,0.9174425822470516,0.9271229404309252,0.9174425822470516,0.8993409227082085,0.918125,0.8939297124600639,0.9121621621621622,0.9096969696969697,0.9378140703517588,0.9370673379483953
0.9,0.9177842565597668,0.900578034682081,0.9033787788974511,0.9045956951716114,0.89563244469654,0.8901734104046243,0.8692033293697978,0.8855005753739931,0.8970080552359033,0.9041255084253341,0.9097877358490566
