time_3,time_6,time_9,time_12,time_16,time_32,time_64,time_128
0.8582089552238806,0.6684782608695652,0.10596026490066225,0.0,0.8818897637795275,0.6587301587301587,0.007936507936507936,0.5648854961832062
0.8042553191489362,0.6305732484076433,0.08571428571428572,0.017937219730941704,0.8050847457627118,0.7685589519650655,0.6547085201793722,0.6425531914893617
0.8942598187311178,0.8509485094850948,0.06956521739130435,0.29357798165137616,0.8821752265861027,0.8277945619335347,0.8048780487804879,0.6753623188405797
0.8624078624078624,0.8912529550827423,0.054502369668246446,0.5147783251231527,0.8353808353808354,0.7444168734491315,0.7263681592039801,0.6225490196078431
0.8243021346469622,0.7469879518072289,0.04065040650406504,0.42644628099173554,0.6947194719471947,0.6493506493506493,0.5603305785123966,0.5487012987012987
0.8722222222222222,0.8173562058526741,0.05145413870246085,0.5203160270880361,0.8179800221975583,0.7477578475336323,0.7240990990990991,0.5883014623172104
0.8872727272727273,0.8857142857142857,0.04843304843304843,0.6494252873563219,0.8510838831291234,0.7866666666666666,0.7592768791627021,0.6279961649089166
0.8849840255591054,0.9121236777868186,0.0436241610738255,0.6974231088944306,0.8558484349258649,0.7858333333333334,0.7531172069825436,0.6220538720538721
0.8880969351389879,0.9318518518518518,0.049924357034795766,0.6558978211870774,0.8833208676140614,0.7903103709311128,0.7617246596066566,0.6027293404094011
0.8807947019867549,0.9224489795918367,0.033287101248266296,0.7100346020761246,0.8920220082530949,0.7864077669902912,0.6998607242339833,0.5556318681318682
0.8887515451174289,0.9260450160771704,0.028122956180510136,0.7438231469440832,0.863102998696219,0.7829508196721311,0.7115637319316689,0.5664961636828645
0.8980582524271845,0.9280397022332506,0.03667953667953668,0.7751889168765743,0.8458204334365325,0.7060146149522204,0.7541613316261203,0.5928439235040098
0.8762122076440388,0.8588821250691754,0.03667481662591687,0.8077601410934744,0.8695150115473441,0.7013888888888888,0.7707082833133253,0.5730791450028885
0.8450323974082073,0.8400864397622907,0.05128205128205128,0.7872819358469331,0.827140549273021,0.7597676874340021,0.7725980670835703,0.5923207227555054
0.9356948228882834,0.920150053590568,0.048752834467120185,0.8253178551686015,0.8958220293000543,0.8194594594594594,0.8133035215204024,0.6373200442967885
0.8753233316088981,0.8633824276282377,0.03569436698271054,0.8147745790331342,0.8681260010678057,0.8125,0.8195735374521597,0.6366105377512221
0.9191290824261276,0.9001004016064257,0.042772062804547914,0.8073878627968337,0.8771562990067956,0.7990726429675425,0.8090666666666667,0.5488642366613841
0.8800947867298579,0.8440366972477065,0.037017994858611826,0.8423967774420946,0.8788029925187032,0.8171091445427728,0.8176260825267447,0.4694694694694695
0.8814977973568282,0.8523953388001726,0.05350553505535055,0.797608095676173,0.8347107438016529,0.7751022262607905,0.7472375690607734,0.4232346241457859
0.8771390960947784,0.8416309012875537,0.04057169202397418,0.797896662094193,0.8340909090909091,0.7751693002257336,0.7495404411764706,0.35576036866359445
0.8831450912250217,0.8687686408180656,0.046511627906976744,0.8155515370705244,0.8414959928762245,0.7799107142857142,0.7522644927536232,0.31797445255474455
0.8693446088794926,0.8614107883817428,0.05510752688172043,0.7849272807404143,0.8198002605297439,0.7775847089487402,0.7673179396092362,0.33004484304932735
0.899349240780911,0.8905451448040886,0.08517495395948435,0.8338643604915794,0.8749439713133124,0.8431105047748977,0.8161865569272977,0.37683823529411764
0.9021367521367522,0.8685831622176592,0.05685920577617329,0.8010728654447922,0.8553321678321678,0.8240285841893703,0.8135440180586907,0.3771013175829169
0.9091281211625051,0.8714341539663931,0.044349680170575695,0.775190516511431,0.8591022443890274,0.7936974789915966,0.7690355329949239,0.3949723050703025
0.9275662251655629,0.8802844725404978,0.03122326775021386,0.773784355179704,0.8626556016597511,0.7856843867727082,0.8033826638477801,0.38976545842217486
0.8777996070726916,0.8466234261732163,0.0368701351904957,0.7365028203062046,0.8048202291584354,0.7463044346783859,0.7458719291180024,0.39575683394532846
0.851526717557252,0.8267215568862275,0.02864058087938685,0.6842936069455406,0.7729393468118196,0.7065302911093627,0.6967180703835508,0.3398640543782487
0.8792581377744133,0.8840688107703815,0.03766333589546503,0.715801439939371,0.7974397590361446,0.73290273556231,0.7293261868300153,0.3585412667946257
0.8737392603660814,0.882876204595997,0.04093343534812548,0.7876969242310577,0.8286245353159851,0.7849381790932933,0.7947647951441578,0.33371647509578545
0.8897757506651464,0.8904263275991025,0.04080061585835258,0.8274420372481947,0.8615094339622642,0.8097227497151538,0.8081929555895865,0.3016910069177556
0.9044059795436664,0.8951830443159923,0.04911993450675399,0.8332666933226709,0.8767716535433071,0.8234126984126984,0.8215434083601286,0.2825112107623318
0.9055089383436702,0.876472688325598,0.03694126339120798,0.7570642201834863,0.8238304093567251,0.7606461086637298,0.7451197053406998,0.292799412196914
0.8918205804749341,0.8945386064030132,0.03809913969684556,0.8477742448330684,0.8845401174168297,0.824672748909163,0.8243297318927572,0.3198216457235509
0.903359758399396,0.871897810218978,0.044884755357864944,0.8455853753403345,0.8683001531393568,0.8184998056743101,0.8252773375594294,0.2501006846556585
0.8936329588014982,0.8558590941768511,0.041851106639839035,0.823642664613015,0.8532979529946929,0.8121165644171779,0.8087431693989071,0.2345924453280318
0.9101960784313725,0.8489602334914265,0.06148055207026349,0.8610778443113772,0.8773175542406312,0.8522954091816367,0.8336032388663968,0.20543433511733222
0.8988941548183255,0.8853967037178996,0.05745212323064113,0.8138126009693053,0.8569144684252598,0.8099838969404187,0.7785977859778598,0.19082719082719082
0.8031430934656741,0.7966305655836342,0.04145319049836982,0.7280427998216674,0.8184575389948007,0.7740088105726872,0.6995029371893358,0.2602111060119321
0.8258325832583259,0.7951471758154336,0.035283194057567316,0.642628936558649,0.8243302591128678,0.7653106839517211,0.6975676916016521,0.2691777675700505
0.7954220314735336,0.7937164117403885,0.06331006979062812,0.6386308068459657,0.8489411764705882,0.7968826108134437,0.7030481809242871,0.4015865146256817
0.7946302402260952,0.8073160357294769,0.04572564612326044,0.5867568873852103,0.8196411709159585,0.7578692493946732,0.6810598626104023,0.4605133267522211
0.843526170798898,0.7997111218103033,0.06148491879350348,0.6358974358974359,0.8003264417845484,0.7734899328859061,0.6887226697353279,0.45291738879260546
0.8133571854502087,0.6874081332680059,0.05792276964047936,0.6767485822306238,0.793978748524203,0.7861557478368356,0.6341948310139165,0.5538664904163912
0.7975609756097561,0.7173571054011536,0.05263157894736842,0.6859504132231405,0.7848484848484848,0.7806573957016435,0.6460823373173971,0.5760940561724364
0.8537931034482759,0.7474807350326023,0.04244604316546763,0.7610803324099723,0.8014276443867618,0.8137789904502046,0.7049533381191673,0.640418118466899
0.8805309734513275,0.8255347593582888,0.041884816753926704,0.7909896602658789,0.8531317494600432,0.8466033601168736,0.6868913857677903,0.6320058997050148
0.83492296404989,0.8329853862212944,0.04086181277860327,0.8038067349926794,0.8246753246753247,0.7986822840409956,0.6429101707498144,0.5693536673928831
0.8795768917819365,0.7696551724137931,0.040336134453781515,0.8499594484995945,0.843871975019516,0.8362903225806452,0.7069689336691856,0.6034063260340633
0.8625514403292182,0.7536842105263157,0.050933786078098474,0.7975609756097561,0.776176024279211,0.7492331288343558,0.6605042016806723,0.555205047318612
0.8450244698205547,0.7818047337278107,0.05536912751677853,0.7629449838187702,0.8026729559748428,0.7311500380807312,0.6635983263598326,0.5549493374902572
0.8193653376729048,0.7963246554364471,0.05302402651201325,0.7444897959183674,0.7579519006982157,0.6963235294117647,0.6105527638190955,0.514525993883792
