Detect + U-Net,Detect + U-Net + Creat9,Detect + U-Net + WM149,Detect + U-Net + WM124,Detect + U-Net + Creat + WM149,U_Net Multi 1,U_Net Multi 2,U_Net Multi 3,U-Net Coupé,U-Net Manu,U-Net ++,Small U-Net
0.8095238095238095,0.0,0.7860696517412935,0.7272727272727273,0.0,0.7360594795539034,0.64,0.47560975609756095,0.7282608695652174,0.3971631205673759,0.0,0.7303370786516854
0.8768472906403941,0.15789473684210525,0.8379052369077307,0.8208616780045351,0.4982456140350877,0.8986175115207373,0.8956743002544529,0.8146067415730337,0.8369829683698297,0.7932011331444759,0.5121107266435986,0.8740359897172236
0.940959409594096,0.8926553672316384,0.8508064516129032,0.906896551724138,0.9083969465648855,0.9103214890016921,0.9197860962566845,0.8947368421052632,0.9328493647912885,0.8798521256931608,0.927536231884058,0.9338235294117647
0.8949416342412452,0.8948106591865358,0.930718954248366,0.8981132075471698,0.9376623376623376,0.9242424242424242,0.9536423841059603,0.9286713286713286,0.9433465085638999,0.9345549738219895,0.9025,0.9387755102040817
0.9605734767025089,0.943127962085308,0.9469964664310954,0.9625292740046838,0.9516129032258065,0.9299781181619255,0.9672897196261683,0.9515738498789347,0.960093896713615,0.9553264604810997,0.9549132947976878,0.9588719153936546
0.887378640776699,0.9384920634920635,0.9197969543147209,0.9429429429429429,0.9409409409409409,0.8884758364312267,0.932806324110672,0.9480249480249481,0.8909952606635071,0.9505549949545913,0.9623601220752798,0.9511201629327902
0.9354413702239789,0.9633577614923384,0.937244201909959,0.9542395693135935,0.9609164420485176,0.9319640564826701,0.9373709566414316,0.9207708779443254,0.9510395707578806,0.9583892617449664,0.956,0.9552238805970149
0.9533116178067318,0.9526401741970604,0.9643652561247216,0.9614961496149615,0.9588590235874932,0.9359916054564533,0.9466666666666667,0.9384436701509872,0.9661674986134221,0.9529540481400438,0.9603476371537208,0.9577155409115871
0.9603097773475314,0.9451476793248945,0.9620253164556962,0.9594202898550724,0.9646489104116223,0.9487418452935694,0.9634680954700439,0.9446122860020141,0.9631067961165048,0.9540229885057471,0.9628915662650602,0.9603097773475314
0.9496402877697842,0.9550748752079867,0.9467455621301775,0.9563374311148792,0.9598986914309835,0.9474555233760861,0.9542539546814878,0.9408154318281455,0.9635901778154107,0.9573934837092731,0.9549093973872735,0.958594730238394
0.9559055118110236,0.9608375339278791,0.9614926558157999,0.9652417099480624,0.9675889328063241,0.9524545805952841,0.9553429027113237,0.9434426229508197,0.9613391789557593,0.9648637978681406,0.9620853080568721,0.962992125984252
0.9551912568306011,0.9608898457122353,0.9486426999266324,0.9595588235294118,0.954429456799125,0.9513321492007105,0.9515129420342691,0.9455630126771066,0.9531135531135531,0.9585755813953488,0.9512284561789512,0.9610767551837032
0.9702702702702702,0.9659773182121414,0.9640677966101695,0.9685792349726776,0.9641891891891892,0.9674418604651163,0.962937776266576,0.9450087565674256,0.9685066034541144,0.975,0.9686221009549796,0.9727547931382442
0.967680608365019,0.9692404268675455,0.961220597584234,0.9656059144969463,0.9662140827281339,0.9711236660389203,0.967762527928503,0.9493960169768201,0.9648112603966731,0.9696969696969697,0.9673495518565941,0.9702719797596457
0.9733700642791552,0.9696598222494637,0.9749768303985171,0.980355472404116,0.9692167022249314,0.977328431372549,0.9769757311761046,0.9621862090880203,0.9732919254658385,0.9761536079281511,0.9782338308457711,0.9721189591078067
0.9584795321637427,0.972181551976574,0.9706572769953051,0.9734407639510594,0.959260329384571,0.9772063120981882,0.9765509053131493,0.9598540145985401,0.967549866031557,0.969189350882441,0.9714285714285714,0.9639266706091071
0.9646522234891676,0.9670267197271177,0.9648671808054842,0.9620619750941211,0.9672870840383531,0.9675965060580445,0.9655370476737507,0.9492519800528014,0.9648617511520737,0.9663503019844694,0.9650995096625324,0.9629842180774749
0.9660545353366722,0.9688888888888889,0.9690489589195272,0.964951950254381,0.9727323316638843,0.963084495488105,0.9651713569239343,0.9527896995708155,0.958006718924972,0.9608501118568232,0.9636107193229901,0.9598427408031451
0.9593320764880151,0.9596990865126276,0.9620736698499318,0.9585733882030179,0.967741935483871,0.9594666666666667,0.9598262757871878,0.9541284403669725,0.9675675675675676,0.9707475622968581,0.9654415798134942,0.9688936975926427
0.9626292075271667,0.9638998682476944,0.965793693212186,0.959073774905762,0.9723844928305895,0.9639121338912134,0.9650945909938715,0.957204767063922,0.9658278145695364,0.9675013319126265,0.9597840755735493,0.9675876726886291
0.9640514300708476,0.97433238268084,0.9728876020005265,0.966781823013553,0.9740361919748229,0.9668737060041408,0.9689310163243813,0.9594630872483222,0.9627492130115425,0.9664287602431932,0.9633787757284149,0.9650092081031307
0.9621036349574633,0.9674108288426995,0.967507148427346,0.966762627584402,0.9654282765737874,0.9664875927347147,0.9659297789336801,0.9629040805511394,0.9553710430721328,0.9618997912317327,0.9641160949868074,0.9594594594594594
0.963356077836745,0.9693928750627195,0.9696505993369039,0.9641760491299898,0.9690826153066396,0.9613562702567938,0.9649746192893401,0.9589253422888142,0.9588414634146342,0.9591888466413181,0.9636504253673627,0.9679552390640895
0.9586101175268268,0.9640214340392957,0.9619663648124192,0.962480458572173,0.9682580645161291,0.9503616862060364,0.959959194083142,0.9618200836820083,0.9617175375064666,0.9565217391304348,0.9592901878914405,0.9632296220107996
