time_3,time_6,time_9,time_12,time_16,time_32,time_64
0.0,0.2463768115942029,0.0,0.0,0.0,0.0,0.0
0.7257383966244726,0.5938566552901023,0.7675438596491229,0.7533039647577092,0.7232142857142857,0.11682242990654206,0.7252252252252253
0.8847457627118644,0.8534201954397395,0.8741721854304636,0.8885135135135135,0.87,0.8298611111111112,0.875
0.8869346733668342,0.8861386138613861,0.8864197530864197,0.8919597989949749,0.889168765743073,0.806930693069307,0.8756345177664975
0.9196428571428571,0.9220489977728286,0.9222222222222223,0.921875,0.7862595419847328,0.7728119180633147,0.888646288209607
0.9152215799614644,0.920388349514563,0.9131274131274131,0.921875,0.9131274131274131,0.9076923076923077,0.9197651663405088
0.9186046511627907,0.9137709137709138,0.917098445595855,0.9111969111969112,0.9074550128534704,0.9160206718346253,0.9077922077922078
0.9187763713080169,0.9008350730688935,0.889937106918239,0.9008350730688935,0.8975966562173459,0.8853838065194533,0.8898305084745762
0.9052346570397112,0.886443661971831,0.8908606921029282,0.8608247422680413,0.8935599284436494,0.8921832884097035,0.8973660308810173
0.9206477732793522,0.9175340272217775,0.9142628205128205,0.912,0.9120967741935484,0.9229521492295215,0.9158496732026143
0.9198184568835098,0.9270676691729324,0.9225563909774436,0.9245283018867925,0.9262917933130699,0.9322678843226788,0.9347826086956522
0.9189750692520776,0.9220598469032707,0.9168399168399168,0.9155124653739612,0.9205020920502092,0.9223776223776223,0.9158485273492286
0.9329427083333334,0.9451338994121489,0.931950745301361,0.9270025839793282,0.9322475570032573,0.9358218729535036,0.9202092871157619
0.93711467324291,0.9378843788437884,0.9342751842751843,0.9294911097486205,0.9321824907521579,0.9369981470043237,0.9270253555967841
0.9434075857916917,0.9448441247002398,0.9453453453453453,0.9423769507803121,0.9446450060168472,0.9539672925499697,0.9470158343483557
0.9153802172670097,0.9443488238668961,0.9341728677733258,0.9263698630136986,0.9395509499136442,0.9456333140543667,0.9287369640787949
0.9261707988980716,0.9413067552602437,0.9375,0.9320441988950277,0.9368770764119602,0.9281767955801105,0.9244024458032241
0.9325418240690772,0.9319764327798608,0.9375,0.9217996786288163,0.9312197743148845,0.9380053908355795,0.9328641039523552
0.9330193615907901,0.9308565531475749,0.9394572025052192,0.9270833333333334,0.9348619072433559,0.9362924281984334,0.9307450157397692
0.9093250901597115,0.9495625321667525,0.9398457583547558,0.9260020554984584,0.9428718476582604,0.9425051334702259,0.9351184346035015
0.9334687658710005,0.9413549039433772,0.9410569105691057,0.8999492127983748,0.8969387755102041,0.92,0.9135549872122762
0.9395465994962217,0.9429714857428715,0.942713567839196,0.9348697394789579,0.9390735146022156,0.9492127983748095,0.9444444444444444
0.9429133858267716,0.9354682193110141,0.9394235466536395,0.9299951385512882,0.9353891336270191,0.9527127924340468,0.9440559440559441
0.9184485330681254,0.9286768322675848,0.931377424167081,0.923923923923924,0.9259445843828715,0.9361702127659575,0.9070121951219512
0.9154997585707387,0.9074952561669829,0.9203496843127732,0.9159826170931917,0.92431640625,0.9343534057255676,0.9239562624254473
0.9377096310493531,0.9335881509794554,0.930635838150289,0.9308024987986545,0.9331087584215592,0.9339440694310511,0.924455205811138
0.8979779411764706,0.9162471395881007,0.9200367647058824,0.9160550458715596,0.9185457892314772,0.9168198529411765,0.9053308823529411
0.9232150875617423,0.9309726580008965,0.9308943089430894,0.9222122302158273,0.9290555806597379,0.9404003639672429,0.9299044151115157
0.8893785808726311,0.9068843777581642,0.8934571175950486,0.8811312417145383,0.89490022172949,0.9084821428571429,0.9002707581227437
0.8763204225352113,0.9068131868131868,0.8852967227635076,0.8716365240405822,0.8964444444444445,0.92686230248307,0.9054794520547945
