time_3,time_6,time_9,time_12,time_16,time_32,time_64,time_128
0.0,0.017699115044247787,0.0,0.0,0.5966386554621849,0.1893939393939394,0.0,0.2116564417177914
0.6909871244635193,0.38961038961038963,0.025179856115107913,0.07142857142857142,0.7025862068965517,0.3853658536585366,0.0,0.32195121951219513
0.8655737704918033,0.8011869436201781,0.08362369337979095,0.38028169014084506,0.8547297297297297,0.5347368421052632,0.8333333333333334,0.4713114754098361
0.8710462287104623,0.6070826306913997,0.07196029776674938,0.3421750663129973,0.8474178403755869,0.6167247386759582,0.9060052219321149,0.523972602739726
0.9067245119305857,0.621301775147929,0.058004640371229696,0.5460674157303371,0.7653429602888087,0.3969465648854962,0.9146067415730337,0.6171328671328671
0.8286713286713286,0.6347708894878706,0.04878048780487805,0.7730769230769231,0.7677419354838709,0.3964794635373009,0.9044834307992202,0.6525157232704403
0.9083969465648855,0.7955555555555556,0.05391527599486521,0.6657929226736566,0.864406779661017,0.6575729068673566,0.7180500658761528,0.7013301088270859
0.8985355648535565,0.8763708873379861,0.07135135135135136,0.5851851851851851,0.8851963746223565,0.6734534064212999,0.8152866242038217,0.6568047337278107
0.9165137614678899,0.8577512776831345,0.1287223823246878,0.6486229819563153,0.902135231316726,0.6963276836158192,0.8463687150837989,0.6408934707903781
0.9196787148594378,0.8879377431906614,0.07226890756302522,0.6356209150326797,0.890527950310559,0.7657413676371022,0.8624078624078624,0.5831417624521072
0.9270516717325228,0.9180938198064036,0.06640316205533597,0.6550151975683891,0.8971553610503282,0.8451296426068675,0.8490853658536586,0.5552304316020483
0.9162629757785468,0.9154057771664375,0.09202012940330698,0.701534170153417,0.9065040650406504,0.8820375335120644,0.8465277777777778,0.5508982035928144
0.9361147327249022,0.9437908496732026,0.06942590120160214,0.7364953886693018,0.9187979539641944,0.8072218986604542,0.8307291666666666,0.49143206854345167
0.9330055316533498,0.9444783404514948,0.07245471580262336,0.8516009852216748,0.9312009656004828,0.8490888382687927,0.8508934072704868,0.5020479812755998
0.9496969696969697,0.9396449704142011,0.07772979642196175,0.8462002412545235,0.932663910218547,0.8980186480186481,0.8674334140435835,0.48279952550415184
0.9445727482678984,0.942627653471027,0.05785123966942149,0.8619896492236918,0.9393424036281179,0.874054054054054,0.8766006984866124,0.43273150844496217
0.9296788482834994,0.9336258913878223,0.07571508693213685,0.8880965441579813,0.9246724890829694,0.8473792394655704,0.8618968386023295,0.35159306875349355
0.9281469475958941,0.9263607257203842,0.06902263942573164,0.8819776714513556,0.9098101265822784,0.8333333333333334,0.8562162162162162,0.3628367234744365
0.9314136125654451,0.9350104821802935,0.06766917293233082,0.8884816753926702,0.9256370254810192,0.8720521826392373,0.834920634920635,0.33440514469453375
0.9248081841432225,0.9312977099236641,0.09009952854897853,0.8561890087313816,0.9050251256281407,0.8987405541561713,0.8475452196382429,0.3163105784262637
0.9249873289406995,0.9070450097847358,0.049766718506998445,0.7831924415713575,0.8959649975692756,0.8902018709995076,0.8404040404040404,0.30374551051821447
